Place,Year
Da Ponte (Calle e Corte)  a S. Maurizio.,1578
Da Ponte (Calle e Corte)  a S. Maurizio.,1650
Da Ponte (Calle e Corte)  a S. Maurizio.,1741
Da Ponte (Calle e Corte)  a S. Maurizio.,1801
Dandolo o Civràn (Calle)  a S. Tomà.,1492
Dandolo o Civràn (Calle)  a S. Tomà.,1537
Dandolo o Civràn (Calle)  a S. Tomà.,1740
Daniele Manin (Piazza)  a S. Paterniano.,1848
Daniele Manin (Piazza)  a S. Paterniano.,1849
Do Porte (Corte delle)  a S. Giustina.,1628
Dogana da Terra (Ramo della)  a S. Giovanni Elemosinario.,1531
Dolena atorno il Brusà (Calle)  a S. Apollinare.,1713
Donà o del Spezier (Calle)  a S. Stin.,1818
"Donna onesta (Calle al Ponte, Ponte, Fondamenta di)  a S. Pantaleone.",1537
"Donna onesta (Calle al Ponte, Ponte, Fondamenta di)  a S. Pantaleone.",1566
"Duca (Corte, Rio del)  a S. Samuele.",1453
Duca (Calle del)  ai SS. Apostoli.,1681
Duca (Calle del)  ai SS. Apostoli.,1706
Duca (Calle del)  ai SS. Apostoli.,1713
Duca (Calle del)  ai SS. Apostoli.,1715
"Due Mori (Calle, Ramo dei)  a S. Giovanni di Rialto.",1740
"Due Ponti (Rio Terrà, Fondamenta dei)  ai SS. Ermagora e Fortunato.",1802
"Due Ponti (Rio Terrà, Fondamenta dei)  ai SS. Ermagora e Fortunato.",1820
Due Pozzi  (Campo dei)  a S. Martino.,1355
Due Pozzi  (Campo dei)  a S. Martino.,1450
Due Pozzi  (Campo dei)  a S. Martino.,1487
Due Pozzi  (Campo dei)  a S. Martino.,1536
Due Pozzi  (Campo dei)  a S. Martino.,1540
Due Pozzi  (Campo dei)  a S. Martino.,1750
Due Pozzi  (Campo dei)  a S. Martino.,1850
Due Torri (Rio delle)  a S. Maria Mater Domini.,978
Due Torri (Rio delle)  a S. Maria Mater Domini.,1105
Due Torri (Rio delle)  a S. Maria Mater Domini.,1514
Duodo o Barbarigo (Fondamenta)  a S. Maria Zobenigo.,880
Duodo o Barbarigo (Fondamenta)  a S. Maria Zobenigo.,1265
Duodo o Barbarigo (Fondamenta)  a S. Maria Zobenigo.,1302
Duodo o Barbarigo (Fondamenta)  a S. Maria Zobenigo.,1379
Duodo o Barbarigo (Fondamenta)  a S. Maria Zobenigo.,1483
Duodo o Barbarigo (Fondamenta)  a S. Maria Zobenigo.,1495
Duodo o Barbarigo (Fondamenta)  a S. Maria Zobenigo.,1571
Duodo o Barbarigo (Fondamenta)  a S. Maria Zobenigo.,1588
Duodo o Barbarigo (Fondamenta)  a S. Maria Zobenigo.,1611
Duodo o Barbarigo (Fondamenta)  a S. Maria Zobenigo.,1691
Dario (Sottoportico e Corte)  al Gesù e Maria.,1479
Dario (Sottoportico e Corte)  al Gesù e Maria.,1550
Dario (Sottoportico e Corte)  al Gesù e Maria.,1766
"Degolin (Calle, Corte del)  a S. Barnaba.",1459
"Degolin (Calle, Corte del)  a S. Barnaba.",1537
"Degolin (Calle, Corte del)  a S. Barnaba.",1566
"Degolin (Calle, Corte del)  a S. Barnaba.",1582
Delfina (Corte)  a Castello.,434
Delfina (Corte)  a Castello.,1260
Delfina (Corte)  a Castello.,1329
Delfina (Corte)  a Castello.,1356
Delfina (Corte)  a Castello.,1361
Delfina (Corte)  a Castello.,1370
Delfina (Corte)  a Castello.,1371
Delfina (Corte)  a Castello.,1375
Delfina (Corte)  a Castello.,1392
Delfina (Corte)  a Castello.,1401
Delfina (Corte)  a Castello.,1509
Delfina (Corte)  a Castello.,1560
Delfina (Corte)  a Castello.,1563
Delfina (Corte)  a Castello.,1565
Delfina (Corte)  a Castello.,1579
Delfina (Corte)  a Castello.,1587
Delfina (Corte)  a Castello.,1603
Delfina (Corte)  a Castello.,1606
Delfina (Corte)  a Castello.,1616
Delfina (Corte)  a Castello.,1626
Delfina (Corte)  a Castello.,1658
Delfina (Corte)  a Castello.,1667
Delfina (Corte)  a Castello.,1684
Delfina (Corte)  a Castello.,1690
Delfina (Corte)  a Castello.,1698
Delfina (Corte)  a Castello.,1699
Delfina (Corte)  a Castello.,1699
Delfina (Corte)  a Castello.,1747
Diamanti (Calle dei)  a S. Marta.,1761
"Diedo (Fondamenta, Fondamenta e Ponte, Campiello)  a S. Fosca.",790
"Diedo (Fondamenta, Fondamenta e Ponte, Campiello)  a S. Fosca.",1431
"Diedo (Fondamenta, Fondamenta e Ponte, Campiello)  a S. Fosca.",1450
"Diedo (Fondamenta, Fondamenta e Ponte, Campiello)  a S. Fosca.",1453
"Diedo (Fondamenta, Fondamenta e Ponte, Campiello)  a S. Fosca.",1480
"Diedo (Fondamenta, Fondamenta e Ponte, Campiello)  a S. Fosca.",1482
Dogana (Traghetto della)  a S. Marco.,1313
Dogana (Traghetto della)  a S. Marco.,1316
Dogana (Traghetto della)  a S. Marco.,1414
Dogana (Traghetto della)  a S. Marco.,1525
Dogana (Traghetto della)  a S. Marco.,1631
Dogana (Traghetto della)  a S. Marco.,1675
Dolfin (Calle)  a S. Pantaleone.,1621
Dolfin (Calle)  a S. Pantaleone.,1740
Dolfin (Calle)  a S. Pantaleone.,1797
"Donà (Ponte, Ramo)  sulle «Fondamente Nuove».",1378
"Donà (Ponte, Ramo)  sulle «Fondamente Nuove».",1447
"Donà (Ponte, Ramo)  sulle «Fondamente Nuove».",1545
"Donà (Ponte, Ramo)  sulle «Fondamente Nuove».",1601
"Donà (Ponte, Ramo)  sulle «Fondamente Nuove».",1606
"Donà (Ponte, Ramo)  sulle «Fondamente Nuove».",1612
"Donà (Ponte, Ramo)  sulle «Fondamente Nuove».",1618
"Donà (Ponte, Ramo)  sulle «Fondamente Nuove».",1619
"Donà (Ponte, Ramo)  sulle «Fondamente Nuove».",1704
"Donzella (Ramo Calle, Calle, Calle Larga della)  a San Matteo di Rialto.",1740
Dòaneta (Ramo)  ai Frari.,1713
Dòdolo (Corte)  a S. Gregorio.,1120
Èrizzo o delle Belle Donne (Calle)  a S. Francesco della Vigna.,1661
Èrizzo o delle Belle Donne (Calle)  a S. Francesco della Vigna.,1740
Emo (Calle)  a S. Leonardo.,997
Emo (Calle)  a S. Leonardo.,1301
Emo (Calle)  a S. Leonardo.,1537
Emo (Calle)  a S. Leonardo.,1628
Emo (Calle)  a S. Leonardo.,1792
Emo (Calle)  a S. Leonardo.,1797
Erbe (Campazzo delle)  a Castello.,1713
Erberia (Sottoportico della)  a Rialto.,1350
Erberia (Sottoportico della)  a Rialto.,1398
Erberia (Sottoportico della)  a Rialto.,1581
Erberia (Sottoportico della)  a Rialto.,1773
"Eremite (Fondamenta, Ponte, Rio, Calle e Sottoportico, Calle delle)  ai SS. Gervasio e Protasio.",1693
"Eremite (Fondamenta, Ponte, Rio, Calle e Sottoportico, Calle delle)  ai SS. Gervasio e Protasio.",1810
"Èrizzo (Ramo primo, Calle, Ramo, Corte)  alla Maddalena.",805
"Èrizzo (Ramo primo, Calle, Ramo, Corte)  alla Maddalena.",1050
"Èrizzo (Ramo primo, Calle, Ramo, Corte)  alla Maddalena.",1469
"Èrizzo (Ramo primo, Calle, Ramo, Corte)  alla Maddalena.",1550
"Èrizzo (Ramo primo, Calle, Ramo, Corte)  alla Maddalena.",1631
"Èrizzo (Ramo primo, Calle, Ramo, Corte)  alla Maddalena.",1633
"Èrizzo (Ramo primo, Calle, Ramo, Corte)  alla Maddalena.",1646
"Èrizzo (Ramo primo, Calle, Ramo, Corte)  alla Maddalena.",1650
"Èrizzo (Ramo primo, Calle, Ramo, Corte)  alla Maddalena.",1787
Falier (Corte)  a S. Vitale.,1084
Falier (Corte)  a S. Vitale.,1094
Falier (Corte)  a S. Vitale.,1102
Falier (Corte)  a S. Vitale.,1117
Falier (Corte)  a S. Vitale.,1269
"Fenice (Ponte, Fondamenta, Rio, Fondamenta della)  a S. Maria Zobenigo.",1791
"Fenice (Ponte, Fondamenta, Rio, Fondamenta della)  a S. Maria Zobenigo.",1792
"Fenice (Ponte, Fondamenta, Rio, Fondamenta della)  a S. Maria Zobenigo.",1854
Fontego (Ramo del)  a S. Silvestro.,1178
Fontego (Ramo del)  a S. Silvestro.,1310
Fontego (Ramo del)  a S. Silvestro.,1530
Fontego (Ramo del)  a S. Silvestro.,1623
Fontego (Sottoportico e Corte del)  a S. Margherita.,1499
Fontego (Sottoportico e Corte del)  a S. Margherita.,1704
Fontego (Sottoportico e Corte del)  a S. Margherita.,1704
Fontego (Sottoportico e Corte del)  a S. Margherita.,1713
Fontego (Sottoportico e Corte del)  a S. Margherita.,1731
Fontego (Sottoportico e Corte del)  a S. Margherita.,1740
Fontego (Sottoportico e Corte del)  a S. Margherita.,1787
"Fontego dei Tedeschi (Calle, Ramo, Salizzada, Rio del)  a S. Bartolomeo.",1350
Fontego dei Turchi (Salizzada del) a S. Giovanni Decollato.,1350
Fontego dei Turchi (Salizzada del) a S. Giovanni Decollato.,1381
Fontego dei Turchi (Salizzada del) a S. Giovanni Decollato.,1482
Fontego dei Turchi (Salizzada del) a S. Giovanni Decollato.,1509
Fontego dei Turchi (Salizzada del) a S. Giovanni Decollato.,1520
Fontego dei Turchi (Salizzada del) a S. Giovanni Decollato.,1527
Fontego dei Turchi (Salizzada del) a S. Giovanni Decollato.,1571
Fontego dei Turchi (Salizzada del) a S. Giovanni Decollato.,1574
Fontego dei Turchi (Salizzada del) a S. Giovanni Decollato.,1579
Fontego dei Turchi (Salizzada del) a S. Giovanni Decollato.,1602
Fontego dei Turchi (Salizzada del) a S. Giovanni Decollato.,1621
Fontego dei Turchi (Salizzada del) a S. Giovanni Decollato.,1648
Fontego dei Turchi (Salizzada del) a S. Giovanni Decollato.,1838
Fontego dei Turchi (Salizzada del) a S. Giovanni Decollato.,1860
Forno (Calle del) a S. Sebastiano.,1445
Forno (Calle del) a S. Sebastiano.,1627
Forno (Calle del) a S. Sebastiano.,1649
Forno (Calle del) a S. Sebastiano.,1740
Forno (Calle del) a S. Sebastiano.,1773
Forno (Calle del) a S. Sebastiano.,1806
Forno vecchio (Corte del)  a S. Giovanni in Bragora.,1819
"Foscarini (Ponte, Fondament a) ai Carmini.",867
"Foscarini (Ponte, Fondament a) ai Carmini.",1297
"Foscarini (Ponte, Fondament a) ai Carmini.",1574
"Foscarini (Ponte, Fondament a) ai Carmini.",1602
"Foscarini (Ponte, Fondament a) ai Carmini.",1622
"Foscarini (Ponte, Fondament a) ai Carmini.",1745
"Foscarini (Ponte, Fondament a) ai Carmini.",1762
"Frati (Fondamenta, Ponte, Calle dei)  a S. Angelo.",1455
Frati (Calle dei)  all’Eremite.,1554
Frati (Calle dei)  all’Eremite.,1740
Fruttaròl (Sottoportico e Cort e del)  in «Casselleria».,1423
Fruttaròl (Calle del)  a S. Fantino.,1250
Fruttaròl (Calle del)  a S. Fantino.,1451
Fruttaròl (Calle del)  a S. Fantino.,1740
Fruttaròl (Calle del)  a S. Fantino.,1856
Fruttaròl (Calle del)  a S. Fantino.,1858
Fabbri (Calle  dei) a S. Moisè.,1162
Fabbri (Calle  dei) a S. Moisè.,1583
Fabbri (Calle  dei) a S. Moisè.,1602
"Fabbriche (Sottoportico, Traghetto delle)  a Rialto.",1552
"Fabbriche (Sottoportico, Traghetto delle)  a Rialto.",1555
Falcona (Corte)  a S. Margherita.,1713
"Faraon (Calle del)  in «Cannaregio»,  sulla «Fondamenta delle Penitenti».",1661
Farsetti (Traghetto)  a S. Luca.,1350
Farsetti (Traghetto)  a S. Luca.,1361
Farsetti (Traghetto)  a S. Luca.,1664
Farsetti (Traghetto)  a S. Luca.,1670
Farsetti (Traghetto)  a S. Luca.,1747
Farsetti (Traghetto)  a S. Luca.,1778
Farsetti (Traghetto)  a S. Luca.,1787
Farsetti (Traghetto)  a S. Luca.,1788
Farsetti (Traghetto)  a S. Luca.,1805
Farsetti (Traghetto)  a S. Luca.,1808
Farsetti (Traghetto)  a S. Luca.,1827
Farsetti (Traghetto)  a S. Luca.,1852
"Fava (Calle e Rami dietro la, Campo, Ponte, Calle della).",1480
"Fava (Calle e Rami dietro la, Campo, Ponte, Calle della).",1496
"Fava (Calle e Rami dietro la, Campo, Ponte, Calle della).",1550
"Feltrina (Ponte, Campiello dell a) a S. Maria Zobenigo.",1367
"Feltrina (Ponte, Campiello dell a) a S. Maria Zobenigo.",1740
Felzi (Fondamenta dei)  ai SS. Giovanni e Paolo.,1094
"Ferali (Ponte, Rio dei)  a S. Giuliano.",430
"Ferali (Ponte, Rio dei)  a S. Giuliano.",457
"Ferali (Ponte, Rio dei)  a S. Giuliano.",1128
"Ferali (Ponte, Rio dei)  a S. Giuliano.",1268
"Ferali (Ponte, Rio dei)  a S. Giuliano.",1437
"Ferali (Ponte, Rio dei)  a S. Giuliano.",1450
"Ferali (Ponte, Rio dei)  a S. Giuliano.",1453
"Ferali (Ponte, Rio dei)  a S. Giuliano.",1576
"Ferali (Ponte, Rio dei)  a S. Giuliano.",1582
"Ferali (Ponte, Rio dei)  a S. Giuliano.",1700
"Ferali (Ponte, Rio dei)  a S. Giuliano.",1732
"Ferali (Ponte, Rio dei)  a S. Giuliano.",1795
"Ferrando (Corte, Calle stretta, Campiello)  alla Giudecca.",1713
"Ferrando (Corte, Calle stretta, Campiello)  alla Giudecca.",1761
"Ferrando (Corte, Calle stretta, Campiello)  alla Giudecca.",1767
Ferretta (Corte)  a S. Fantino.,1557
Ferretta (Corte)  a S. Fantino.,1704
Ferretta (Corte)  a S. Fantino.,1740
Ferretta (Corte)  a S. Fantino.,1742
Ferretta (Corte)  a S. Fantino.,1754
Fica (Calle)  a Castello.,1630
Fica (Calle)  a Castello.,1633
Fica (Calle)  a Castello.,1713
Filatojo (Sottoportico del)  a S. Maria Mater Domini.,1661
Filatojo (Sottoportico del)  a S. Maria Mater Domini.,1697
Filatojo (Sottoportico del)  a S. Maria Mater Domini.,1773
Filosi (Calle)  a S. Maria Mater Domini.,1649
Finetta (Ramo)  a S. Sofia.,1450
Finetta (Ramo)  a S. Sofia.,1514
Finetta (Ramo)  a S. Sofia.,1650
Finetta (Ramo)  a S. Sofia.,1661
Fioravante (Sottoportico)  sulle Zattere.,1381
Fioravante (Sottoportico)  sulle Zattere.,1411
Fioravante (Sottoportico)  sulle Zattere.,1805
"Fiori (Campiello, F ondamenta dei)  a S. Fosca.",1713
"Fiori (Campiello, F ondamenta dei)  a S. Fosca.",1716
"Fiori (Campiello, F ondamenta dei)  a S. Fosca.",1773
"Fiubera (Calle, Sottoportico)  a S. Giuliano.",1476
"Flangini (Calle, Campiello)  a S. Geremia.",1376
"Flangini (Calle, Campiello)  a S. Geremia.",1664
"Flangini (Calle, Campiello)  a S. Geremia.",1804
Fontana (Calle)  a S. Felice.,1549
Fontana (Calle)  a S. Felice.,1566
Fontana (Calle)  a S. Felice.,1646
Fontana (Calle)  a S. Felice.,1693
Fontana (Calle)  a S. Felice.,1700
Fontana (Calle)  a S. Felice.,1771
Fontana (Calle)  a S. Felice.,1819
Fonte (Calle)  alla Madonna dell’Orto.,1646
Fonte (Calle)  alla Madonna dell’Orto.,1766
Fonteghetto (Calle del)  a S. Geremia.,1608
Fonteghetto (Calle del)  a S. Geremia.,1706
Formenta (Corte)  a Castello.,1340
Formenta (Corte)  a Castello.,1580
Formenta (Corte)  a Castello.,1585
Formenta (Corte)  a Castello.,1661
Forni (Calle dei)  a S. Martino.,1473
Forni (Calle dei)  a S. Martino.,1596
Forni (Calle dei)  a S. Martino.,1646
Forni (Calle dei)  a S. Martino.,1669
Forni (Calle dei)  a S. Martino.,1721
Forni (Calle dei)  a S. Martino.,1821
Foscara (Corte)  a S. Moisè.,1740
"Foscari (Calle, Ponte, Rio, Calle)  a San Barnaba.",1420
"Foscari (Calle, Ponte, Rio, Calle)  a San Barnaba.",1438
"Foscari (Calle, Ponte, Rio, Calle)  a San Barnaba.",1439
"Foscari (Calle, Ponte, Rio, Calle)  a San Barnaba.",1447
"Foscari (Calle, Ponte, Rio, Calle)  a San Barnaba.",1452
Franceschi (Rio terrà dei)  a’ SS. Apostoli.,1581
Franchi (Calle dei)  a S. Vito.,1550
Franchi (Calle dei)  a S. Vito.,1661
"Fraterna (Campiello, Ramo Calle, R amo secondo della)  a S. Antonino.",1535
"Fraterna (Campiello, Ramo Calle, R amo secondo della)  a S. Antonino.",1661
"Frescada (Ponte, Rio, Calle, Fondamenta della)  a «S. Tomà».",1342
"Frescada (Ponte, Rio, Calle, Fondamenta della)  a «S. Tomà».",1379
"Frezzarìa (Piscina, Ramo di)  a S. Marco.",1450
"Frezzarìa (Piscina, Ramo di)  a S. Marco.",1471
"Frezzarìa (Piscina, Ramo di)  a S. Marco.",1473
"Frezzarìa (Piscina, Ramo di)  a S. Marco.",1550
"Frezzarìa (Piscina, Ramo di)  a S. Marco.",1576
Friziera (Calle)  a Castello.,1514
"Fumo (Calle del)  in «Birri»,  a S. Canciano.",1633
"Fumo (Calle del)  in «Birri»,  a S. Canciano.",1642
"Furlani (Calle,  Fondamenta dei)  a Sant’Antonino.",1514
Gesù e Maria (Calle del)  a S. Simeon piccolo.,1623
Gesù e Maria (Calle del)  a S. Simeon piccolo.,1633
Gesù e Maria (Calle del)  a S. Simeon piccolo.,1806
Gesù e Maria (Calle del)  a S. Simeon piccolo.,1821
Gradenigo (Fondamenta)  a S. Simeon Grande.,1016
Gradenigo (Fondamenta)  a S. Simeon Grande.,1108
Gradenigo (Fondamenta)  a S. Simeon Grande.,1297
Gradenigo (Fondamenta)  a S. Simeon Grande.,1311
Gradenigo (Fondamenta)  a S. Simeon Grande.,1750
Gradenigo (Fondamenta)  a S. Simeon Grande.,1767
Gradenigo (Fondamenta)  a S. Simeon Grande.,1795
Gradenigo (Rami)  detti Chioverette  a San Simeon Grande.,1713
"Grande (Corte, Ramo Corte, Corte Seconda, Ramo Corte Seconda)  alla Giudecca.",350
"Grande (Corte, Ramo Corte, Corte Seconda, Ramo Corte Seconda)  alla Giudecca.",1634
Gritti e Martinengo (Fondamenta)  ai SS. Ermagora e Fortunato.,953
Gritti e Martinengo (Fondamenta)  ai SS. Ermagora e Fortunato.,1448
Gritti e Martinengo (Fondamenta)  ai SS. Ermagora e Fortunato.,1449
Gritti e Martinengo (Fondamenta)  ai SS. Ermagora e Fortunato.,1499
Gritti e Martinengo (Fondamenta)  ai SS. Ermagora e Fortunato.,1689
Gabriela (Corte)  alla Bragola.,1297
Gabriela (Corte)  alla Bragola.,1379
Gabriela (Corte)  alla Bragola.,1470
Gabriela (Corte)  alla Bragola.,1579
Gabriela (Corte)  alla Bragola.,1805
"Galeazza (Ramo Primo Calle, Ramo Secondo Calle, Calle del la) a Rialto.",1566
"Gallizzi (Sottoportico, Calle)  a S. Silvestro.",1740
"Gallizzi (Sottoportico, Calle)  a S. Silvestro.",1785
"Gallo (Cort e e Rami, Ramo del)  al «Malcanton».",1650
"Gambara (Campiello, Calle)  alla Carità.",1550
"Gambara (Campiello, Calle)  alla Carità.",1571
"Gambara (Campiello, Calle)  alla Carità.",1605
"Gambara (Campiello, Calle)  alla Carità.",1653
"Gambara (Campiello, Calle)  alla Carità.",1678
Garibaldi (Strada)  a Castello.,1807
Garibaldi (Strada)  a Castello.,1822
"Garz oni (Calle e Traghetto, Rio)  a S. Samuele.",1289
"Garz oni (Calle e Traghetto, Rio)  a S. Samuele.",1335
"Garz oni (Calle e Traghetto, Rio)  a S. Samuele.",1381
"Gatte (Salizzada, Ramo, Campo delle)  a San Francesco della Vigna.",750
"Gatte (Salizzada, Ramo, Campo delle)  a San Francesco della Vigna.",1483
"Gatte (Salizzada, Ramo, Campo delle)  a San Francesco della Vigna.",1549
"Gatte (Salizzada, Ramo, Campo delle)  a San Francesco della Vigna.",1585
"Gatte (Salizzada, Ramo, Campo delle)  a San Francesco della Vigna.",1796
"Gàffaro (Ponte, Rio, Fondamenta del)  ai Tolentini.",1370
"Gàffaro (Ponte, Rio, Fondamenta del)  ai Tolentini.",1374
"Gàffaro (Ponte, Rio, Fondamenta del)  ai Tolentini.",1650
"Gàmbaro (Calle, Campiello del)  in Rialto Nuovo.",1661
"Gesuati (Fondamenta delle Zattere ai, Rio Terrà dei).",1392
"Gesuati (Fondamenta delle Zattere ai, Rio Terrà dei).",1423
"Gesuati (Fondamenta delle Zattere ai, Rio Terrà dei).",1493
"Gesuati (Fondamenta delle Zattere ai, Rio Terrà dei).",1527
"Gesuati (Fondamenta delle Zattere ai, Rio Terrà dei).",1668
"Gesuati (Fondamenta delle Zattere ai, Rio Terrà dei).",1726
"Gesuati (Fondamenta delle Zattere ai, Rio Terrà dei).",1743
"Gesuati (Fondamenta delle Zattere ai, Rio Terrà dei).",1815
"Gesuiti (Campo, Rio, Ponte dei).",1150
"Gesuiti (Campo, Rio, Ponte dei).",1155
"Gesuiti (Campo, Rio, Ponte dei).",1214
"Gesuiti (Campo, Rio, Ponte dei).",1350
"Gesuiti (Campo, Rio, Ponte dei).",1464
"Gesuiti (Campo, Rio, Ponte dei).",1472
"Gesuiti (Campo, Rio, Ponte dei).",1514
"Gesuiti (Campo, Rio, Ponte dei).",1550
"Gesuiti (Campo, Rio, Ponte dei).",1553
"Gesuiti (Campo, Rio, Ponte dei).",1568
"Gesuiti (Campo, Rio, Ponte dei).",1606
"Gesuiti (Campo, Rio, Ponte dei).",1656
"Gesuiti (Campo, Rio, Ponte dei).",1657
"Gesuiti (Campo, Rio, Ponte dei).",1715
"Gesuiti (Campo, Rio, Ponte dei).",1773
"Gesuiti (Campo, Rio, Ponte dei).",1807
"Gesuiti (Campo, Rio, Ponte dei).",1844
"Gesuiti (Campo, Rio, Ponte dei).",1844
"Gesuiti (Campo, Rio, Ponte dei).",1846
Giazzo (Calle del)  a S. Lio.,1661
"Gioachina (Calle, Ramo, Calle)  a S. Geremia.",1750
Giovanelli (Sottoportico)  a S. Eustachio.,1482
Giovanelli (Sottoportico)  a S. Eustachio.,1557
Giovanelli (Sottoportico)  a S. Eustachio.,1622
Giovanelli (Sottoportico)  a S. Eustachio.,1625
Giovanelli (Sottoportico)  a S. Eustachio.,1650
Giovanelli (Sottoportico)  a S. Eustachio.,1711
Girardini (Fondamenta)  a S. Barnaba.,1470
Girardini (Fondamenta)  a S. Barnaba.,1652
Girardini (Fondamenta)  a S. Barnaba.,1759
Girardini (Fondamenta)  a S. Barnaba.,1761
Giusti (Calle dei)  presso le «Zattere».,1566
Giusti (Calle dei)  presso le «Zattere».,1661
Giustinian (Calle)  a S. Barnaba .,670
Giustinian (Calle)  a S. Barnaba .,1250
Giustinian (Calle)  a S. Barnaba .,1550
Giustinian (Calle)  a S. Barnaba .,1684
Giustinian (Calle)  a S. Barnaba .,1690
Giustinian (Calle)  a S. Barnaba .,1836
Giustizia (Campo di)  a S. Marta.,1593
Giustizia (Campo di)  a S. Marta.,1618
Giustizia (Campo di)  a S. Marta.,1842
Gobbi (Sottoportico e Corte dei)  a S. Maurizio.,1740
Gondulmèr (Fondamenta)  ai Tolentini.,1297
Gondulmèr (Fondamenta)  ai Tolentini.,1381
Gondulmèr (Fondamenta)  ai Tolentini.,1431
Gondulmèr (Fondamenta)  ai Tolentini.,1538
Gondulmèr (Fondamenta)  ai Tolentini.,1653
Gondulmèr (Fondamenta)  ai Tolentini.,1653
Gonella (Calle e Corte)  a S. Giobbe.,1511
Gonella (Calle e Corte)  a S. Giobbe.,1541
Gonella (Calle e Corte)  a S. Giobbe.,1596
Gonella (Calle e Corte)  a S. Giobbe.,1729
Gozzi (Rio d el) ai Gesuiti.,1445
Gozzi (Rio d el) ai Gesuiti.,1546
Gozzi (Rio d el) ai Gesuiti.,1645
Gozzi (Rio d el) ai Gesuiti.,1646
Gozzi (Rio d el) ai Gesuiti.,1650
Gozzi (Rio d el) ai Gesuiti.,1698
Gozzi (Rio d el) ai Gesuiti.,1750
"Gradisca (Calle, Ramo ) a S. Giacomo dall’Orio.",1450
"Gradisca (Calle, Ramo ) a S. Giacomo dall’Orio.",1550
Grana (Campiello della)  a S. Martino.,1259
Grana (Campiello della)  a S. Martino.,1361
Grana (Campiello della)  a S. Martino.,1379
Grandiben (Calle)  a S. Martino.,1478
Grassi (Ramo)  a San Samuele.,1230
Grassi (Ramo)  a San Samuele.,1646
Grassi (Ramo)  a San Samuele.,1718
"Greca (Ramo e Calle, Calle)  a San Moisè.",1537
"Greci (Ramo Calle , Calle, Campo, Fondamenta, Rio, Ponte, Ramo Primo dei).",1400
"Greci (Ramo Calle , Calle, Campo, Fondamenta, Rio, Ponte, Ramo Primo dei).",1437
"Greci (Ramo Calle , Calle, Campo, Fondamenta, Rio, Ponte, Ramo Primo dei).",1453
"Greci (Ramo Calle , Calle, Campo, Fondamenta, Rio, Ponte, Ramo Primo dei).",1526
"Greci (Ramo Calle , Calle, Campo, Fondamenta, Rio, Ponte, Ramo Primo dei).",1539
"Greci (Ramo Calle , Calle, Campo, Fondamenta, Rio, Ponte, Ramo Primo dei).",1564
"Greci (Ramo Calle , Calle, Campo, Fondamenta, Rio, Ponte, Ramo Primo dei).",1571
"Greci (Ramo Calle , Calle, Campo, Fondamenta, Rio, Ponte, Ramo Primo dei).",1573
Gregorina (Calle)  o del Quartier  alla Madonna dell’Orto.,1484
Gregorina (Calle)  o del Quartier  alla Madonna dell’Orto.,1661
Gregorina (Calle)  o del Quartier  alla Madonna dell’Orto.,1707
Gregorina (Calle)  o del Quartier  alla Madonna dell’Orto.,1711
Grimana (Sottoportico e Calle)  a Castello.,900
Grimana (Sottoportico e Calle)  a Castello.,940
Grimana (Sottoportico e Calle)  a Castello.,1521
Grimana (Sottoportico e Calle)  a Castello.,1527
Grimana (Sottoportico e Calle)  a Castello.,1529
Grimana (Sottoportico e Calle)  a Castello.,1537
Grimana (Sottoportico e Calle)  a Castello.,1661
Grimani (Calle)  a S. Luca.,1545
Grimani (Calle)  a S. Luca.,1596
Grimani (Calle)  a S. Luca.,1597
Grimani (Calle)  a S. Luca.,1625
Grimani (Calle)  a S. Luca.,1658
"Gritti (Ramo, Calle, Calle, Sottoportico, Ramo Primo)  alla Bragola.",1104
"Gritti (Ramo, Calle, Calle, Sottoportico, Ramo Primo)  alla Bragola.",1360
"Gritti (Ramo, Calle, Calle, Sottoportico, Ramo Primo)  alla Bragola.",1425
"Gritti (Ramo, Calle, Calle, Sottoportico, Ramo Primo)  alla Bragola.",1509
"Gritti (Ramo, Calle, Calle, Sottoportico, Ramo Primo)  alla Bragola.",1512
"Gritti (Ramo, Calle, Calle, Sottoportico, Ramo Primo)  alla Bragola.",1513
"Gritti (Ramo, Calle, Calle, Sottoportico, Ramo Primo)  alla Bragola.",1523
"Gritti (Ramo, Calle, Calle, Sottoportico, Ramo Primo)  alla Bragola.",1533
"Gritti (Ramo, Calle, Calle, Sottoportico, Ramo Primo)  alla Bragola.",1535
Groppi (Calle dei) a S. Marziale.,1453
Groppi (Calle dei) a S. Marziale.,1507
Groppi (Calle dei) a S. Marziale.,1507
Groppi (Calle dei) a S. Marziale.,1740
Grue (Fondamenta delle)  a S. Maria Mater Domini.,1308
Grue (Fondamenta delle)  a S. Maria Mater Domini.,1499
"Indorador (Sottoportico e Corte, Corte del)  a S. Marina.",1550
"Indorador (Sottoportico e Corte, Corte del)  a S. Marina.",1650
"Indorador (Sottoportico e Corte, Corte del)  a S. Marina.",1661
Lizza Fusina (Fondamenta)  a S. Nicolò.,1508
Lizza Fusina (Fondamenta)  a S. Nicolò.,1641
Lizza Fusina (Fondamenta)  a S. Nicolò.,1740
Loredan (Corte  e Calle)  sulla «Fondamenta degli Ormesini».,816
Loredan (Corte  e Calle)  sulla «Fondamenta degli Ormesini».,1015
Loredan (Corte  e Calle)  sulla «Fondamenta degli Ormesini».,1416
Loredan (Corte  e Calle)  sulla «Fondamenta degli Ormesini».,1431
