Place,Year
"Calice (Calle, Sottoportico e Corte del)  a S. Salvatore, presso la «Calle dei Stagneri».",1684
"Calice (Calle, Sottoportico e Corte del)  a S. Salvatore, presso la «Calle dei Stagneri».",1713
Callegheri (Ramo dei)  a S. Tomà.,1446
Callegheri (Ramo dei)  a S. Tomà.,1447
Callegheri (Ramo dei)  a S. Tomà.,1455
Callegheri (Ramo dei)  a S. Tomà.,1479
Callegheri (Ramo dei)  a S. Tomà.,1580
Callegheri (Ramo dei)  a S. Tomà.,1773
Camerini (Calle)  a S. Nicolò.,1712
Campanati (Ramo)  a Castello.,1661
Campane (Corte delle)  a S. Luca.,866
Campane (Corte delle)  a S. Luca.,1379
Campane (Corte delle)  a S. Luca.,1514
Campane (Corte delle)  a S. Luca.,1542
Campane (Corte delle)  a S. Luca.,1582
Campanile (Calle del)  a S. Maria Zobenigo.,888
Campanile (Calle del)  a S. Maria Zobenigo.,902
Campanile (Calle del)  a S. Maria Zobenigo.,1362
Campanile (Calle del)  a S. Maria Zobenigo.,1396
Campanile (Calle del)  a S. Maria Zobenigo.,1503
Campanile (Calle del)  a S. Maria Zobenigo.,1544
Campanile (Calle del)  a S. Maria Zobenigo.,1688
Campanile (Calle del)  a S. Maria Zobenigo.,1754
Campanile (Calle del)  a S. Maria Zobenigo.,1773
Campanile (Calle del)  a S. Maria Zobenigo.,1774
Campanile (Calle del)  a S. Maria Zobenigo.,1775
"Canal (Fondamenta, Ramo, Ponte)  a S. Barnaba.",1272
"Canal (Fondamenta, Ramo, Ponte)  a S. Barnaba.",1277
"Canal (Fondamenta, Ramo, Ponte)  a S. Barnaba.",1342
"Canal (Fondamenta, Ramo, Ponte)  a S. Barnaba.",1345
"Canal (Fondamenta, Ramo, Ponte)  a S. Barnaba.",1347
"Canal (Fondamenta, Ramo, Ponte)  a S. Barnaba.",1350
"Canal (Fondamenta, Ramo, Ponte)  a S. Barnaba.",1479
"Canal (Fondamenta, Ramo, Ponte)  a S. Barnaba.",1527
"Canal (Fondamenta, Ramo, Ponte)  a S. Barnaba.",1533
"Canal (Fondamenta, Ramo, Ponte)  a S. Barnaba.",1564
"Canal (Fondamenta, Ramo, Ponte)  a S. Barnaba.",1750
"Cannaregio  (Sestiere, Fondamenta, Ponte, Canale, Chiovere di). Vogliono alcuni che «Cannaregio»  sia corruzione di «Canal Regio»,  titolo attribuito, per la sua ampiezza, a quel braccio di canale che, partendosi da S. Geremia, sbocca per S. Giobbe in laguna .",1410
"Canonica (Sottoportico, Corte, Calle, Ramo, Calle, Ponte, Rio di)  a S. Marco.",829
"Canonica (Sottoportico, Corte, Calle, Ramo, Calle, Ponte, Rio di)  a S. Marco.",864
"Canonica (Sottoportico, Corte, Calle, Ramo, Calle, Ponte, Rio di)  a S. Marco.",1172
"Canonica (Sottoportico, Corte, Calle, Ramo, Calle, Ponte, Rio di)  a S. Marco.",1210
"Canonica (Sottoportico, Corte, Calle, Ramo, Calle, Ponte, Rio di)  a S. Marco.",1346
"Canonica (Sottoportico, Corte, Calle, Ramo, Calle, Ponte, Rio di)  a S. Marco.",1393
"Canonica (Sottoportico, Corte, Calle, Ramo, Calle, Ponte, Rio di)  a S. Marco.",1456
"Canonica (Sottoportico, Corte, Calle, Ramo, Calle, Ponte, Rio di)  a S. Marco.",1563
"Canonica (Sottoportico, Corte, Calle, Ramo, Calle, Ponte, Rio di)  a S. Marco.",1597
"Canonica (Sottoportico, Corte, Calle, Ramo, Calle, Ponte, Rio di)  a S. Marco.",1604
"Canonica (Sottoportico, Corte, Calle, Ramo, Calle, Ponte, Rio di)  a S. Marco.",1618
"Canonica (Sottoportico, Corte, Calle, Ramo, Calle, Ponte, Rio di)  a S. Marco.",1635
"Canonica (Sottoportico, Corte, Calle, Ramo, Calle, Ponte, Rio di)  a S. Marco.",1755
Caotorta (Calle)  a S. Angelo.,1317
Caotorta (Calle)  a S. Angelo.,1802
"Caparozzolo (Ramo primo, Calle, Corte del)  a Castello.",1740
Capitello (Calle del)  a S. Alvise.,1489
Cappellan (Corte del)  a S. Giustina.,1661
"Cappellèr (Sottoportico e Calle, Ramo e Calle del)  a S. Cassiano.",1550
"Cappellèr (Sottoportico e Calle, Ramo e Calle del)  a S. Cassiano.",1676
"Cappellèr (Sottoportico e Calle, Ramo e Calle del)  a S. Cassiano.",1678
"Cappellèr (Sottoportico e Calle, Ramo e Calle del)  a S. Cassiano.",1736
"Cappellèr (Sottoportico e Calle, Ramo e Calle del)  a S. Cassiano.",1750
"Cappellèr (Sottoportico e Calle, Ramo e Calle del)  a S. Cassiano.",1786
Cappellis (Calle)  a S. Maria Nuova.,1736
Cappellis (Calle)  a S. Maria Nuova.,1740
Cappello (Sottoportico e Calle del)  a S. Marco.,1341
Cappello (Sottoportico e Calle del)  a S. Marco.,1379
Cappello (Sottoportico e Calle del)  a S. Marco.,1450
Cappello (Sottoportico e Calle del)  a S. Marco.,1489
Cappello (Sottoportico e Calle del)  a S. Marco.,1490
Cappello (Sottoportico e Calle del)  a S. Marco.,1841
Cappello (Sottoportico e Calle del)  a S. Marco.,1842
"Cappello (Calle, Ponte)  a S. Giovanni Laterano.",1297
"Cappello (Calle, Ponte)  a S. Giovanni Laterano.",1362
"Cappello (Calle, Ponte)  a S. Giovanni Laterano.",1462
"Cappello (Calle, Ponte)  a S. Giovanni Laterano.",1465
"Cappello (Calle, Ponte)  a S. Giovanni Laterano.",1466
"Cappello (Calle, Ponte)  a S. Giovanni Laterano.",1487
"Cappello (Calle, Ponte)  a S. Giovanni Laterano.",1490
"Cappello (Calle, Ponte)  a S. Giovanni Laterano.",1541
"Cappello (Calle, Ponte)  a S. Giovanni Laterano.",1604
"Cappello (Calle, Ponte)  a S. Giovanni Laterano.",1639
"Cappello o dei Garzoti  (Ponte) A S. Simeon Grande, in «Rio Marin».  Dipende la prima denominazione da un prossimo palazzo, che anticamente era, secondo le genealogie del Priuli, dei Bragadin, e poscia dei Soranzo. Così dice il Martinioni nell’appendice ai palazzi descritti dal Sansovino e dallo Stringa: «In Rio Marin è degno di memoria quello dei Soranzo, per costruttura, per marmi, per magnifiche stanze, per ampie sale e per gli ornamenti specialmente di eccellenti pitture».  Questo palazzo, coll’andar del tempo, passò in mano della famiglia Cappello, della quale dicemmo più sopra.",1788
"Cappuccine (Fondamenta delle, Ponte alle)  a S. Girolamo.",1609
"Cappuccine (Fondamenta delle, Ponte alle)  a S. Girolamo.",1612
"Cappuccine (Fondamenta delle, Ponte alle)  a S. Girolamo.",1614
"Cappuccine (Fondamenta delle, Ponte alle)  a S. Girolamo.",1623
"Cappuccine (Fondamenta delle, Ponte alle)  a S. Girolamo.",1818
"Cappuccine (Fondamenta delle, Ponte alle)  a S. Girolamo.",1827
Cappuccine (Calle delle)  a S. Maria del Pianto.,1630
Cappuccine (Calle delle)  a S. Maria del Pianto.,1647
Cappuccine (Calle delle)  a S. Maria del Pianto.,1658
Cappuccine (Calle delle)  a S. Maria del Pianto.,1810
Cappuccine (Calle delle)  a S. Maria del Pianto.,1814
Capuzzi (Calle)  a S. Vito.,1661
"Carampane (Calle, Fondamenta ora Rio Terrà, Rio Terrà, Calle dietro delle) a S. Cassiano.",1358
"Carampane (Calle, Fondamenta ora Rio Terrà, Rio Terrà, Calle dietro delle) a S. Cassiano.",1360
"Carbon (Riva, Traghetto della Riva, Calle, Ramo e Sottoportico del)  a S. Luca.",1476
"Carbon (Riva, Traghetto della Riva, Calle, Ramo e Sottoportico del)  a S. Luca.",1551
"Cariole (Sottoportico e Corte delle)  a S. Giuliano, presso la «Calle dei Specchieri».",1564
"Carità (Rio terrà, Campo, Ponte della). La chiesa di Santa Maria della Carità, una fra le più antiche di Venezia, era nei primi tempi di legno. L’an no 1120 il patrizio Marco Zulian offrì tutto il suo avere nelle mani del legato pontificio per erigerla in pietra, insieme ad un convento che nel 1134 accolse alcuni canonici regolari di S.",1177
"Carità (Rio terrà, Campo, Ponte della). La chiesa di Santa Maria della Carità, una fra le più antiche di Venezia, era nei primi tempi di legno. L’an no 1120 il patrizio Marco Zulian offrì tutto il suo avere nelle mani del legato pontificio per erigerla in pietra, insieme ad un convento che nel 1134 accolse alcuni canonici regolari di S.",1409
"Carità (Rio terrà, Campo, Ponte della). La chiesa di Santa Maria della Carità, una fra le più antiche di Venezia, era nei primi tempi di legno. L’an no 1120 il patrizio Marco Zulian offrì tutto il suo avere nelle mani del legato pontificio per erigerla in pietra, insieme ad un convento che nel 1134 accolse alcuni canonici regolari di S.",1446
"Carità (Rio terrà, Campo, Ponte della). La chiesa di Santa Maria della Carità, una fra le più antiche di Venezia, era nei primi tempi di legno. L’an no 1120 il patrizio Marco Zulian offrì tutto il suo avere nelle mani del legato pontificio per erigerla in pietra, insieme ad un convento che nel 1134 accolse alcuni canonici regolari di S.",1560
"Carità (Rio terrà, Campo, Ponte della). La chiesa di Santa Maria della Carità, una fra le più antiche di Venezia, era nei primi tempi di legno. L’an no 1120 il patrizio Marco Zulian offrì tutto il suo avere nelle mani del legato pontificio per erigerla in pietra, insieme ad un convento che nel 1134 accolse alcuni canonici regolari di S.",1768
"Carità (Rio terrà, Campo, Ponte della). La chiesa di Santa Maria della Carità, una fra le più antiche di Venezia, era nei primi tempi di legno. L’an no 1120 il patrizio Marco Zulian offrì tutto il suo avere nelle mani del legato pontificio per erigerla in pietra, insieme ad un convento che nel 1134 accolse alcuni canonici regolari di S.",1807
"Carità (Ramo, Corte  della)  in «Birri»,  a S. Canciano.",1260
"Carità (Ramo, Corte  della)  in «Birri»,  a S. Canciano.",1344
"Carità (Ramo, Corte  della)  in «Birri»,  a S. Canciano.",1468
"Carità (Ramo, Corte  della)  in «Birri»,  a S. Canciano.",1760
"Carità (Ramo, Corte  della)  in «Birri»,  a S. Canciano.",1807
"Carminati (Ramo, Salizz ada, Ramo secondo Salizzada, Ramo terzo Salizzada) a S. Eustachio.",998
"Carminati (Ramo, Salizz ada, Ramo secondo Salizzada, Ramo terzo Salizzada) a S. Eustachio.",1006
"Carminati (Ramo, Salizz ada, Ramo secondo Salizzada, Ramo terzo Salizzada) a S. Eustachio.",1450
"Carminati (Ramo, Salizz ada, Ramo secondo Salizzada, Ramo terzo Salizzada) a S. Eustachio.",1550
"Carminati (Ramo, Salizz ada, Ramo secondo Salizzada, Ramo terzo Salizzada) a S. Eustachio.",1687
"Carmine (Campo, Rio del).",1125
"Carmine (Campo, Rio del).",1348
"Carmine (Campo, Rio del).",1350
"Carmine (Campo, Rio del).",1688
"Carmine (Campo, Rio del).",1750
"Carmine (Campo, Rio del).",1810
Carmini (Ponte dei)  a S. Provolo.,1791
Carnace (Fondamenta)  a S. Alvise.,1713
"Carro (Calle e Ramo, Campiello della Calle, Ramo della Calle del)  a S. Marco, presso la «Frezzeria».",1566
"Carro (Calle e Ramo, Campiello della Calle, Ramo della Calle del)  a S. Marco, presso la «Frezzeria».",1582
"Carro (Calle e Ramo, Campiello della Calle, Ramo della Calle del)  a S. Marco, presso la «Frezzeria».",1650
Carrozze (Calle delle)  a S. Samuele.,1661
Cascada (Corte)  presso la «Fondamenta di Cannaregio».,1743
Case Nuove (Calle delle)  detta Boldù  a S. Pantaleone.,1661
Casselleria (Calle di)  a S. Maria Formosa.,1514
Cassetti (Ramo)  ai Frari.,1598
Cassetti (Ramo)  ai Frari.,1662
Castagna (Calle)  a S. Giovanni Nuovo.,1740
"Castel Forte (Ramo, Calle dietro, Sottoportico, Calle di)  a S. Rocco.",500
"Castel Forte (Ramo, Calle dietro, Sottoportico, Calle di)  a S. Rocco.",1261
"Castel Forte (Ramo, Calle dietro, Sottoportico, Calle di)  a S. Rocco.",1264
"Castel Forte (Ramo, Calle dietro, Sottoportico, Calle di)  a S. Rocco.",1550
Castelli (Calle e Corte)  ai Miracoli.,1650
Castelli (Calle e Corte)  ai Miracoli.,1687
Castelli (Calle e Corte)  ai Miracoli.,1713
"Castello (Sestiere, Parrocchia di S. Pietro, Canale di).",774
"Castello (Sestiere, Parrocchia di S. Pietro, Canale di).",906
"Castello (Sestiere, Parrocchia di S. Pietro, Canale di).",1451
"Castello (Sestiere, Parrocchia di S. Pietro, Canale di).",1550
"Castello (Sestiere, Parrocchia di S. Pietro, Canale di).",1807
Catapàn (Corte)  a Castello.,1334
Catapàn (Corte)  a Castello.,1494
"Catecumeni (Fondamenta a fianco li, Ramo a fianco la Fondamenta dei, Fondamenta di faccia ai) a S. Gregorio.",1099
"Catecumeni (Fondamenta a fianco li, Ramo a fianco la Fondamenta dei, Fondamenta di faccia ai) a S. Gregorio.",1122
"Catecumeni (Fondamenta a fianco li, Ramo a fianco la Fondamenta dei, Fondamenta di faccia ai) a S. Gregorio.",1557
"Catecumeni (Fondamenta a fianco li, Ramo a fianco la Fondamenta dei, Fondamenta di faccia ai) a S. Gregorio.",1566
"Catecumeni (Fondamenta a fianco li, Ramo a fianco la Fondamenta dei, Fondamenta di faccia ai) a S. Gregorio.",1571
"Catecumeni (Fondamenta a fianco li, Ramo a fianco la Fondamenta dei, Fondamenta di faccia ai) a S. Gregorio.",1727
"Catecumeni (Fondamenta a fianco li, Ramo a fianco la Fondamenta dei, Fondamenta di faccia ai) a S. Gregorio.",1846
"Catecumeni (Fondamenta a fianco li, Ramo a fianco la Fondamenta dei, Fondamenta di faccia ai) a S. Gregorio.",1855
"Catecumeni (Fondamenta a fianco li, Ramo a fianco la Fondamenta dei, Fondamenta di faccia ai) a S. Gregorio.",1857
"Catecumeni (Fondamenta a fianco li, Ramo a fianco la Fondamenta dei, Fondamenta di faccia ai) a S. Gregorio.",1860
"Cavallerizza (Calle della, Calle a fianco la) ai Mendicanti.",1640
"Cavallerizza (Calle della, Calle a fianco la) ai Mendicanti.",1647
"Cavalletto (Sottoportico, Ponte, Rio, Calle del)  a San Marco.",1308
"Cavalletto (Sottoportico, Ponte, Rio, Calle del)  a San Marco.",1379
"Cavalletto (Sottoportico, Ponte, Rio, Calle del)  a San Marco.",1398
"Cavalletto (Sottoportico, Ponte, Rio, Calle del)  a San Marco.",1499
"Cavalletto (Sottoportico, Ponte, Rio, Calle del)  a San Marco.",1566
"Cavalletto (Sottoportico, Ponte, Rio, Calle del)  a San Marco.",1650
Cavanella (Calle)  a S. Giovanni Nuovo.,1713
Cavanella (Calle)  a S. Giovanni Nuovo.,1792
"Cavanis (Fondamenta,  Ponte)  a S. Maria Formosa.",1663
"Cavanis (Fondamenta,  Ponte)  a S. Maria Formosa.",1696
"Cavanis (Fondamenta,  Ponte)  a S. Maria Formosa.",1713
"Cavanis (Fondamenta,  Ponte)  a S. Maria Formosa.",1716
"Cavanis (Fondamenta,  Ponte)  a S. Maria Formosa.",1784
"Cazza (Corte Prima, Corte Se conda, Ramo Corte della)  a S. Giacomo dall’Orio.",1408
"Cazza (Corte Prima, Corte Se conda, Ramo Corte della)  a S. Giacomo dall’Orio.",1416
"Cazza (Corte Prima, Corte Se conda, Ramo Corte della)  a S. Giacomo dall’Orio.",1421
"Cazza (Corte Prima, Corte Se conda, Ramo Corte della)  a S. Giacomo dall’Orio.",1633
Cedrera detta Masquadra (Calle)  a San Gregorio.,1740
"Celestia (Campo, Rio della)",1199
"Celestia (Campo, Rio della)",1237
"Celestia (Campo, Rio della)",1442
"Celestia (Campo, Rio della)",1450
"Celestia (Campo, Rio della)",1509
"Celestia (Campo, Rio della)",1525
"Celestia (Campo, Rio della)",1550
"Celestia (Campo, Rio della)",1569
"Celestia (Campo, Rio della)",1611
"Celestia (Campo, Rio della)",1650
"Celestia (Campo, Rio della)",1810
"Celsi (Calle, Corte)  a S. Ternita.",1269
"Celsi (Calle, Corte)  a S. Ternita.",1361
"Celsi (Calle, Corte)  a S. Ternita.",1565
"Celsi (Calle, Corte)  a S. Ternita.",1643
"Celsi (Calle, Corte)  a S. Ternita.",1690
"Celsi (Calle, Corte)  a S. Ternita.",1740
"Celsi (Calle, Corte)  a S. Ternita.",1789
Cendai (Calle dei)  a S. Luca.,1240
Cendon (Calle)  a S. Giobbe.,600
Cendon (Calle)  a S. Giobbe.,1501
Cendon (Calle)  a S. Giobbe.,1550
"Cenere (Calle)  a S. Alvise, presso la «Fondamenta della Sensa».",1510
"Cenere (Calle)  a S. Alvise, presso la «Fondamenta della Sensa».",1579
"Cenere (Calle)  a S. Alvise, presso la «Fondamenta della Sensa».",1843
"Centani (Calle, Ramo, Campiello)  a S. Tomà.",1450
"Centani (Calle, Ramo, Campiello)  a S. Tomà.",1495
"Centani (Calle, Ramo, Campiello)  a S. Tomà.",1500
"Centani (Calle, Ramo, Campiello)  a S. Tomà.",1501
"Centani (Calle, Ramo, Campiello)  a S. Tomà.",1537
"Centani (Calle, Ramo, Campiello)  a S. Tomà.",1550
"Centani (Calle, Ramo, Campiello)  a S. Tomà.",1556
"Centani (Calle, Ramo, Campiello)  a S. Tomà.",1567
"Centani (Calle, Ramo, Campiello)  a S. Tomà.",1576
"Centani (Calle, Ramo, Campiello)  a S. Tomà.",1707
"Cent o Pietre (Campiello, Calle delle)  ai SS. Gervasio e Protasio.",1713
"Cerchieri (Ramo Calle, Calle dei) a S. Barnaba.",1420
"Cerchieri (Ramo Calle, Calle dei) a S. Barnaba.",1550
"Cerchieri (Ramo Calle, Calle dei) a S. Barnaba.",1582
Cereri (Fondamenta dei)  a S. Maria Maggi ore.,1650
Cereri (Fondamenta dei)  a S. Maria Maggi ore.,1850
Cereria (Calle della)  a S. Giobbe.,1819
Cerva (Sottopo rtico e Corte della)  a S. Bartolammeo.,1740
"Chiovere (Calle larga o Campiello, Ramo, Ramo e Corte delle)  a S. Rocco.",1315
"Chiovere (Calle larga o Campiello, Ramo, Ramo e Corte delle)  a S. Rocco.",1390
"Chiovere (Calle larga o Campiello, Ramo, Ramo e Corte delle)  a S. Rocco.",1844
Chioverette (Calle delle)  sulla Fondamenta di Cannaregio.,1713
Cicogna (Calle)  a S. Moisè.,1381
Cicogna (Calle)  a S. Moisè.,1496
Cicogna (Calle)  a S. Moisè.,1571
Cicogna (Calle)  a S. Moisè.,1585
Cicogna (Calle)  a S. Moisè.,1595
Cicogna (Calle)  a S. Moisè.,1740
Cimitero (Calle del)  a S. Francesco della Vigna.,1465
Cimitero (Calle del)  a S. Francesco della Vigna.,1808
Cimitero (Calle del)  a S. Francesco della Vigna.,1826
Cinque (Calle e Sottoportico dei)  a S. Giovanni di Rialto.,870
Cinque (Calle e Sottoportico dei)  a S. Giovanni di Rialto.,1295
Cinque (Calle e Sottoportico dei)  a S. Giovanni di Rialto.,1341
Cinque (Calle e Sottoportico dei)  a S. Giovanni di Rialto.,1566
Clero (Calle larga del)  a S. Vitale.,977
Clero (Calle larga del)  a S. Vitale.,1123
Clero (Calle larga del)  a S. Vitale.,1192
Clero (Calle larga del)  a S. Vitale.,1224
Clero (Calle larga del)  a S. Vitale.,1842
Coco detta del Remer (Calle)  a S. Maria Formosa.,1050
Coco detta del Remer (Calle)  a S. Maria Formosa.,1172
Coco detta del Remer (Calle)  a S. Maria Formosa.,1260
Coco detta del Remer (Calle)  a S. Maria Formosa.,1316
Coco detta del Remer (Calle)  a S. Maria Formosa.,1531
Coco detta del Remer (Calle)  a S. Maria Formosa.,1565
Coco detta del Remer (Calle)  a S. Maria Formosa.,1839
Colomba (Campiello della)  a Castello.,1713
"Colombina (Calle, Campiello, Ramo Calle)  ai SS. Ermagora e Fortunato.",1582
"Colombina (Calle, Campiello, Ramo Calle)  ai SS. Ermagora e Fortunato.",1601
"Colombina (Calle, Campiello, Ramo Calle)  ai SS. Ermagora e Fortunato.",1642
"Colombina (Calle, Campiello, Ramo Calle)  ai SS. Ermagora e Fortunato.",1661
"Colombo (Calle, Ponte, Rio, Calle, Ramo)  a S. Giacomo dall’Orio.",1713
"Colonne (Rio Terrà, Sottoportico delle)  a S. Marco, presso la «Calle  dei Fabbri».",1837
Colonnella (Calle)  all’Angelo Raffaele.,1661
Colori (Calle dei)  a S. Leonardo.,1661
Colori (Calle dei)  a S. Leonardo.,1773
Comare (Sottoportico e Corte della)  a S. Cas siano.,1689
Comare (Sottoportico e Corte della)  a S. Cas siano.,1773
Confraternita (Campo della)  a S. Francesco della Vigna.,1671
Confraternita (Campo della)  a S. Francesco della Vigna.,1750
Confraternita (Campo della)  a S. Francesco della Vigna.,1815
Console (Calle del)  a S. Maria Formosa.,1661
Console (Calle del)  a S. Maria Formosa.,1760
Consorti (Calle)  ai Gesuiti.,1546
Consorti (Calle)  ai Gesuiti.,1642
Consorti (Calle)  ai Gesuiti.,1661
"Contarina (Sottoportico e Corte, Ramo Primo Corte, Ramo Secondo Corte)  a S. Moisè.",1450
"Contarina (Sottoportico e Corte, Ramo Primo Corte, Ramo Secondo Corte)  a S. Moisè.",1502
"Contarini (Calle e Ramo, Corte)  a S. Benedetto.",1043
"Contarini (Calle e Ramo, Corte)  a S. Benedetto.",1367
"Contarini (Calle e Ramo, Corte)  a S. Benedetto.",1380
"Contarini (Calle e Ramo, Corte)  a S. Benedetto.",1631
"Contarini (Calle e Ramo, Corte)  a S. Benedetto.",1655
Contarini Corfù (Calle)  ai SS. Gervasio e Protasio.,1450
Contarini Corfù (Calle)  ai SS. Gervasio e Protasio.,1524
Contarini Corfù (Calle)  ai SS. Gervasio e Protasio.,1609
Contarini o del Botter (Fondamenta)  a S. Stin.,1713
"Convertite (Fondamenta, Rio delle)  alla Giudecca.",1579
"Convertite (Fondamenta, Rio delle)  alla Giudecca.",1643
"Convertite (Fondamenta, Rio delle)  alla Giudecca.",1856
Coppo (Corte del)  o del Forno  a S. Luca.,1150
Coppo (Corte del)  o del Forno  a S. Luca.,1156
Coppo (Corte del)  o del Forno  a S. Luca.,1171
Coppo (Corte del)  o del Forno  a S. Luca.,1297
Coppo (Corte del)  o del Forno  a S. Luca.,1350
Coppo (Corte del)  o del Forno  a S. Luca.,1514
Coppo (Corte del)  o del Forno  a S. Luca.,1708
"Coralli e Bollani (Calle)  a S. Apollinare, presso la «Calle del Perdon».",1630
"Coralli e Bollani (Calle)  a S. Apollinare, presso la «Calle del Perdon».",1740
Corazzeri (Ramo)  a S. Antonino.,1450
Corbetto (Calle)  all’Angelo Raffaele.,1639
Corbetto (Calle)  all’Angelo Raffaele.,1713
"Cordellina (Ramo)  ai Servi, sulla «Fondamenta degli Ormesini».",1713
"Cordoni (Calle dei)  a S. Canciano, in «Birri».",1661
"Coreggio (Calle, Corte)  a S. Cassiano.",1604
"Coreggio (Calle, Corte)  a S. Cassiano.",1608
"Coreggio (Calle, Corte)  a S. Cassiano.",1646
"Coreggio (Calle, Corte)  a S. Cassiano.",1740
Corelie (Rio delle)  a S. Girolamo.,1450
Corner (Calle)  a S. Polo.,1349
Corner (Calle)  a S. Polo.,1388
Corner (Calle)  a S. Polo.,1439
Corner (Calle)  a S. Polo.,1454
Corner (Calle)  a S. Polo.,1490
Corner (Calle)  o del Magazen  a S. Samuele.,1503
Corner (Calle)  o del Magazen  a S. Samuele.,1713
Corner Zaguri (Ponte e Fondamenta)  a S. Maurizio.,1450
Corner Zaguri (Ponte e Fondamenta)  a S. Maurizio.,1450
Corner Zaguri (Ponte e Fondamenta)  a S. Maurizio.,1475
Corner Zaguri (Ponte e Fondamenta)  a S. Maurizio.,1496
Corner Zaguri (Ponte e Fondamenta)  a S. Maurizio.,1504
Corner Zaguri (Ponte e Fondamenta)  a S. Maurizio.,1521
Corner Zaguri (Ponte e Fondamenta)  a S. Maurizio.,1565
Corner Zaguri (Ponte e Fondamenta)  a S. Maurizio.,1646
Corner Zaguri (Ponte e Fondamenta)  a S. Maurizio.,1661
Corner Zaguri (Ponte e Fondamenta)  a S. Maurizio.,1733
Corner Zaguri (Ponte e Fondamenta)  a S. Maurizio.,1740
